activity_matched_words,name,activities,latest_income,region,district,website,dk_priority,cause_ids,causes
data,Operation Fistula (Uk),"We aim to revolutionize fistula care for women everywhere by using traceable data to drive quality improvement. Performance-based incentives provided directly to the point of care are the bridge that links resources with need. By connecting funding flows directly to patient outcomes, we create a traceable chain of accountability that gives donors confidence in the impact of their funding.",131733.0,London,Wandsworth,www.opfistula.org,1,"[105, 106, 102, 103]","['The prevention or relief of poverty', 'Overseas aid/famine relief', 'Education/training', 'The advancement of health or saving of lives']"
social enterpris,Future Frontiers,"Future Frontiers is an award winning social enterprise that provides one-to-one careers guidance for pupils from low income backgrounds.? Coaches are paired up with two pupils at a school that serves a low income community in London, providing one hour long coaching session each week for eight weeks.? Coaches are given full training and matched to a school for the eight week programme.",148012.0,London,Greenwich,www.futurefrontiers.org.uk,0,[102],['Education/training']
technolog,Flatpack Projects,"Flatpack aims to promote appreciation of and education in the arts and their associated technologies, especially but not exclusively those of the cinema, film and other forms of moving images, through the production and performance of festivals, workshops, seminars, projects, events, online resources, new media and in any other ways as we may decide from time to time.",374626.0,West Midlands,Birmingham,www.flatpackfestival.org.uk,0,"[109, 102]","['Arts/culture/heritage/science', 'Education/training']"
grantmak,Bupa Uk Foundation,"The Bupa UK Foundation's purpose is to help people live longer, healthier, happier lives. As a grant-making foundation we fund practical projects which aim to tackle challenges in health and social care and make a direct impact on people's health and wellbeing. Our funding programmes focus on mental health, carers, and young adults who live with health challenges.",859649.0,London,Camden,www.bupaukfoundation.org,0,[103],['The advancement of health or saving of lives']
acceler,Research Data Alliance Foundation,"The objects of the Foundation are to advance education and promote research for the public benefit in particular but without  limitation by accelerating, promoting and facilitating research data sharing and exchange and (saving for purposes incidental and ancillary to those objects) no other purposes.",244898.0,,,rd-alliance.org,0,[102],['Education/training']
data,Research Data Alliance Foundation,"The objects of the Foundation are to advance education and promote research for the public benefit in particular but without  limitation by accelerating, promoting and facilitating research data sharing and exchange and (saving for purposes incidental and ancillary to those objects) no other purposes.",244898.0,,,rd-alliance.org,0,[102],['Education/training']
technolog,Afrinspire,"Afrinspire supports indigenous African initiatives in development and poverty reduction, through a network of African partner organisations. We engage in women's adult literacy, gender empowerment, transferring technology, water harvesting, sustainable agriculture, education, training and capacity building.  Afrinspire supports local community development initiatives at their own pace.",323484.0,East of England,Cambridge,www.afrinspire.org.uk,1,"[102, 106, 104, 112, 103, 105, 113, 115]","['Education/training', 'Overseas aid/famine relief', 'Disability', 'Environment/conservation/heritage', 'The advancement of health or saving of lives', 'The prevention or relief of poverty', 'Economic/community development/employment', 'Human rights/religious or racial harmony/equality or diversity']"
data,Sudep Action,"SUDEP Action exists to support those bereaved by SUDEP - Sudden Unexpected Death in Epilepsy - and works towards prevention of deaths from epilepsy. The Charity offers support to the bereaved, provides information, effects change, raises awareness, sponsors research and education, captures data via the Epilepsy Deaths Register and acts as a focal point for global communication regarding SUDEP.",395413.0,South East,Vale of White Horse,www.sudep.org,1,"[104, 117, 103]","['Disability', 'Other charitable purposes', 'The advancement of health or saving of lives']"
comput,Hertfordshire Community Learning,"Hertfordshire Communities for Learning  provides training courses on a variety of subjects, including,
Computing for Complete Beginners
An Introduction to the Internet and Email
Basic MS Word 
Further Microsoft Word
Microsoft Excel
Microsoft PowerPoint     
Microsoft Publisher
Digital Photography
Cooking 
Arts and Crafts
How to use tablet computers
How to use smart phones",102359.0,East of England,Dacorum,http://www.dcfl.org.uk,0,[102],['Education/training']
internet,Hertfordshire Community Learning,"Hertfordshire Communities for Learning  provides training courses on a variety of subjects, including,
Computing for Complete Beginners
An Introduction to the Internet and Email
Basic MS Word 
Further Microsoft Word
Microsoft Excel
Microsoft PowerPoint     
Microsoft Publisher
Digital Photography
Cooking 
Arts and Crafts
How to use tablet computers
How to use smart phones",102359.0,East of England,Dacorum,http://www.dcfl.org.uk,0,[102],['Education/training']
